pIC50,smiles
4.34,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(C)c(C)c1
4.0,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(C)c(C)c1
4.81,COc1ccc(NC2N(OC)c3ccccc3C23CN=C(SC)S3)cc1
5.0,COc1ccc(NC2N(OC)c3ccccc3C23CN=C(SC)S3)cc1
4.12,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccccc1Cl
4.44,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccccc1Cl
4.0,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Cl)cc1
4.43,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Cl)cc1
4.65,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Cl)c(Cl)c1
4.0,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Cl)c(Cl)c1
4.54,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Br)cc1
4.26,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(Br)cc1
4.26,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc([N+](=O)[O-])cc1
4.0,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc([N+](=O)[O-])cc1
4.27,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(C(F)(F)F)cc1
4.13,CON1c2ccccc2C2(CN=C(SC)S2)C1Nc1ccc(C(F)(F)F)cc1
7.58,CON1c2ccccc2C2(CN=C(SC)S2)C1N1CCCCC1
5.24,COc1ccc(CNc2nc(NCc3ccc(OC)cc3)c3ncn(C(C)C)c3n2)cc1
4.89,COc1ccc(CNc2nc(NCc3ccc(OC)cc3)n3nccc3n2)cc1
4.42,COc1ccc(CNc2nc(NCc3ccc(OC)cc3)n3ncc(Br)c3n2)cc1
5.27,COc1ccc(CNc2nc(NCc3ccc(OC)cc3)n3ncc(C(C)C)c3n2)cc1
6.7,CCC=CC(CC)CC=CC1(CC)CC(CC)C(CC(=O)O)OO1
7.0,CCC=CC(CC)CC(=CC1(CC)CC(CC)C(CC(=O)O)OO1)CC
7.74,CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1
7.8,CC1=CCC(C(C)=Cc2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CC=C1
5.22,CC(C)=CC(=O)CC(C)C1CCC2(C)C3CCC4C(C)(CO)C(O)CCC45CC35CCC12C
5.22,CC(C)=CC(=O)CC(C)C1CCC2(C)C3CCC4C(C)(CO)C(OS(=O)(=O)O)CCC45CC35CCC12C
4.51,CC(C)CC(=O)CC(C)C1CCC2(C)C3=C(CCC12C)C1(C)CCC(OS(=O)(=O)O)C(C)(COS(=O)(=O)O)C1CC3
4.51,CC(C)CC(O)CC(C)C1CCC2(C)C3CCC4C(C)(COS(=O)(=O)O)C(OS(=O)(=O)O)CCC45CC35CCC12C
4.51,CC(C)=CC(=O)CC(C)C1CCC2(C)C3CCC4C(C)(COS(=O)(=O)O)C(OS(=O)(=O)O)CCC45CC35CCC12C
4.51,CC(C)CC(=O)CC(C)C1CCC2(C)C3CCC4C(C)(COS(=O)(=O)O)C(OS(=O)(=O)O)CCC45CC35CCC12C
5.22,CC(C)=CC(=O)CC(C)C1CCC2(C)C3CCC4C(C)(COS(=O)(=O)O)C(O)CCC45CC35CCC12C
6.655,CSC(CCCc1c(N)nc(N)[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
7.785,Nc1nc(N)c(CCCC(C(=O)C(F)(F)F)c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
4.0,Nc1nc(N)c(CCCC2(c3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)SCCCS2)c(=O)[nH]1
6.08666666667,COC(CCCc1c(N)nc(N)[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
5.975,COC(CCCc1c(N)nc(N)[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
6.24666666667,Nc1nc(N)c(CCCC(O)c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
5.40666666667,Nc1nc(N)c(CCCC(O)c2ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc2)c(=O)[nH]1
6.745,CSC(CCCc1c(N)nc(N)[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
4.39,COc1cc(NC(C)CCCNC(=O)NC2CCCC2)c2ncccc2c1
4.44,COc1cc(NC(C)CCCNC(=O)NC2CCCCC2)c2ncccc2c1
4.66,COc1cc(NC(C)CCCNC(=O)NCC2CCCCC2)c2ncccc2c1
4.89,COc1cc(NC(C)CCCNC(=O)N(C2CCCCC2)C2CCCCC2)c2ncccc2c1
4.75,COc1cc(NC(C)CCCNC(=O)NCc2ccccc2)c2ncccc2c1
4.47,COc1cc(NC(C)CCCNC(=O)NCCc2ccccc2)c2ncccc2c1
5.54,COc1cc(NC(C)CCCNC(=O)NCc2ccncc2)c2ncccc2c1
5.83,CC(Br)C(=O)Nc1cccc(C(=O)NC(N)=O)c1
6.14,NC(=O)NC(=O)c1cccc(NC(=O)CBr)c1
4.9,NC(=O)NC(=O)Cc1cccc(NC(=O)CCl)c1
5.86,NC(=O)NC(=O)C=Cc1cccc(NC(=O)CBr)c1
5.06,Cc1cc(C=CC(=O)NC(N)=O)cc(NC(=O)CCl)c1
5.03,CNC(=O)NC(=O)c1cccc(NC(=O)C(C)Br)c1
5.5,CNC(=O)NC(=O)c1cccc(NC(=O)CBr)c1
5.04,CNC(=O)NC(=O)c1cccc(NC(=O)CCl)c1
5.3,O=C(CBr)Nc1cccc(C(=O)NC(=O)Nc2ccccc2)c1
6.48,COc1cc(NC(=O)NC(=O)c2cccc(NC(=O)CBr)c2)cc(OC)c1OC
5.88,COc1cc(NC(=O)NC(=O)c2cccc(NC(=O)C(C)Br)c2)cc(OC)c1OC
5.82,O=C(CBr)Nc1cccc(C(=O)NC(=O)Nc2ccc3c(c2)OCO3)c1
4.92,CC(Br)C(=O)Nc1cccc(C(=O)NC(=O)Nc2ccc3c(c2)OCO3)c1
6.16,O=C(CBr)Nc1cccc(C(=O)NC(=O)Nc2ccccn2)c1
5.21,CC(Br)C(=O)Nc1cccc(C(=O)NC(=O)Nc2ccccn2)c1
5.32,Cc1cc(C=CC(=O)NC(N)=O)cc(NC(=O)C(C)Br)c1
7.30333333333,COc1ccc(Nc2c3ccccc3nc3c(C)cccc23)cc1NC(=O)Oc1ccc(N(CCCl)CCCl)cc1
7.02666666667,Cc1cccc2c(Nc3cc(CO)cc(NC(=O)Oc4ccc(N(CCCl)CCCl)cc4)c3)c3ccccc3nc12
6.90666666667,O=C(Nc1cc(CO)cc(Nc2c3ccccc3nc3ccccc23)c1)Oc1ccc(N(CCCl)CCCl)cc1
6.86333333333,Cc1ccc(Nc2c3ccccc3nc3ccccc23)cc1NC(=O)Oc1ccc(N(CCCl)CCCl)cc1
6.93,COc1ccc(Nc2c3ccccc3nc3ccccc23)cc1NC(=O)Oc1ccc(N(CCCl)CCCl)cc1
6.72666666667,CCOC(=O)Nc1cc(COC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1
6.81666666667,Cc1ccc(Nc2c3ccccc3nc3c(C)cccc23)cc1NC(=O)Oc1ccc(N(CCCl)CCCl)cc1
6.92333333333,Cc1ccc(NC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2ccccc2nc2c(C)cccc12
6.80333333333,Cc1c(NC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cccc1Nc1c2ccccc2nc2c(C)cccc12
6.34333333333,CC(C)OC(=O)Nc1cc(COC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1
6.72666666667,COc1cc(NC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1
6.77666666667,COc1ccc(NC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2ccccc2nc2c(C)cccc12
6.37,CCOC(=O)Nc1cc(COC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1
6.36666666667,COc1ccc(NC(=O)Oc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2ccccc2nc2ccccc12
5.81666666667,Cc1cccc2c(Nc3cc(COC(=O)Nc4ccc(N(CCCl)CCCl)cc4)cc(NC(=O)OC(C)(C)C)c3)c3ccccc3nc12
10.165,CC=CC(O)C(C)(C)C1CC=CC=CC=CC(OC)Cc2nc(co2)C(=O)OC(C(C)(C)C(O)C=CC)CC=CC2OC2C=CC=Cc2nc(co2)C(=O)O1
9.185,CC=CC(O)C(C)(C)C1CC=CC=CC=CC(OC)Cc2nc(co2)C(=O)OC(C(C)(C)C(O)C=CC)CC=CC(O)C=CC(OC)C=Cc2nc(co2)C(=O)O1
9.79,CC=CC(O)C(C)(C)C1CC=CC=CC=CC(OC)Cc2nc(co2)C(=O)OC(C(C)(C)C(O)C=CC)CC=CC(O)C(OC)C=CC=Cc2nc(co2)C(=O)O1
4.49,CCCCCCCCCCCCC(=O)c1cc(O)c(O)c(O)c1
4.59,CCCCCCCCCCCC(=O)c1cc(O)c(O)c(O)c1
4.855,CCCCCCCCCCC(=O)c1cc(O)c(O)c(O)c1
4.335,CCCCCCCCC(=O)c1cc(O)c(O)c(O)c1
4.54,CCCCCCCCCCCCCCC(=O)c1cc(O)c(O)c(O)c1
5.1,Oc1ccc2[nH]c(-c3cncc(-c4cc5cc(O)ccc5[nH]4)c3)cc2c1
4.9,CN(C)CCCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4n3CCCN(C)C)c2)cc1
4.68,CN(C)CCCn1c(-c2cncc(-c3ccc(OCCN(C)C)cc3)c2)cc2cc(O)ccc21
4.23,CN(C)CCCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4n3CCN(C)C)c2)cc1
4.5,CN(C)CCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4n3CCN(C)C)c2)cc1
5.27,CN(C)CCCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1
4.91,CN(C)CCOc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1
4.84,Oc1ccc(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc1
5.38,CN(C)CCCOc1ccc(-c2cncc(-c3cc4ccccc4n3CCCN(C)C)c2)cc1
5.38,CN(C)CCCn1c(-c2cncc(-c3ccc(OCCN(C)C)cc3)c2)cc2ccccc21
5.43,CN(C)CCCOc1ccc(-c2cncc(-c3cc4ccccc4n3CCN(C)C)c2)cc1
5.1,CN(C)CCOc1ccc(-c2cncc(-c3cc4ccccc4n3CCN(C)C)c2)cc1
5.27,CN(C)CCCOc1ccc(-c2cncc(-c3cc4ccccc4[nH]3)c2)cc1
5.05,CN(C)CCOc1ccc(-c2cncc(-c3cc4ccccc4[nH]3)c2)cc1
5.33,Oc1ccc(-c2cncc(-c3cc4ccccc4[nH]3)c2)cc1
4.85,CN(C)CCCn1c(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc2cc(O)ccc21
5.24,CN(C)CCn1c(-c2cncc(-c3cc4cc(O)ccc4[nH]3)c2)cc2cc(O)ccc21
4.96,CN(C)CCCn1c(-c2cncc(-c3cc4cc(O)ccc4n3CCCN(C)C)c2)cc2cc(O)ccc21
4.83,CN(C)CCn1c(-c2cncc(-c3cc4cc(O)ccc4n3CCN(C)C)c2)cc2cc(O)ccc21
6.1,CN1CCC(NC(=O)c2cccc3c(NCCN4CCN(CCNc5c6ccccc6nc6c(C(=O)NC7CCN(C)CC7)cccc56)CC4)c4ccccc4nc23)CC1
5.96,CN1CCC(NC(=O)c2cccc3c(NCCNCCNCCNc4c5ccccc5nc5c(C(=O)NC6CCN(C)CC6)cccc45)c4ccccc4nc23)CC1
6.47,CN1CCC(NC(=O)c2cccc3c(NCCCCNCCCNc4c5ccccc5nc5c(C(=O)NC6CCN(C)CC6)cccc45)c4ccccc4nc23)CC1
6.17,CN1CCC(NC(=O)c2cccc3c(NCCCNCCCNc4c5ccccc5nc5c(C(=O)NC6CCN(C)CC6)cccc45)c4ccccc4nc23)CC1
6.89,CN1CCC(NC(=O)c2cccc3c(NCCCCCCCCNc4c5ccccc5nc5c(C(=O)NC6CCN(C)CC6)cccc45)c4ccccc4nc23)CC1
6.68,CN1CCC(NC(=O)c2cccc3c(NCCCCCCNc4c5ccccc5nc5c(C(=O)NC6CCN(C)CC6)cccc45)c4ccccc4nc23)CC1
6.89,O=C(NCCN1CCCCC1)c1cccc2c(NCCN3CCN(CCNc4c5ccccc5nc5c(C(=O)NCCN6CCCCC6)cccc45)CC3)c3ccccc3nc12
6.57,O=C(NCCN1CCCCC1)c1cccc2c(NCCNCCNCCNc3c4ccccc4nc4c(C(=O)NCCN5CCCCC5)cccc34)c3ccccc3nc12
6.64,O=C(NCCN1CCCCC1)c1cccc2c(NCCCCNCCCNc3c4ccccc4nc4c(C(=O)NCCN5CCCCC5)cccc34)c3ccccc3nc12
6.59,O=C(NCCN1CCCCC1)c1cccc2c(NCCCNCCCNc3c4ccccc4nc4c(C(=O)NCCN5CCCCC5)cccc34)c3ccccc3nc12
7.0,O=C(NCCN1CCCCC1)c1cccc2c(NCCCCCCCCNc3c4ccccc4nc4c(C(=O)NCCN5CCCCC5)cccc34)c3ccccc3nc12
6.7,O=C(NCCN1CCCCC1)c1cccc2c(NCCCCCCNc3c4ccccc4nc4c(C(=O)NCCN5CCCCC5)cccc34)c3ccccc3nc12
6.92,CN(C)CCNC(=O)c1cccc2c(N)c3ccccc3nc12
5.05,O=C1C(=Cc2ccccc2Cl)COc2ccccc21
5.08,Cc1ccc(C=C2COc3ccccc3C2=O)cc1
5.1,Cc1cccc(C=C2COc3ccccc3C2=O)c1
5.1,COc1ccc(C=C2COc3ccccc3C2=O)c(OC)c1
4.59,COc1ccc(C=C2COc3ccccc3C2=O)cc1
5.09,COc1cccc(C=C2COc3ccccc3C2=O)c1
5.1,COc1ccccc1C=C1COc2ccccc2C1=O
5.07,O=C1C(=Cc2ccc(Br)cc2)COc2ccccc21
5.32,O=C1C(=Cc2cccc(Br)c2)COc2ccccc21
4.94,O=C1C(=Cc2ccccc2Br)COc2ccccc21
5.08,O=C1C(=Cc2ccc(Cl)cc2)COc2ccccc21
5.29,C=C(CN(C)C)C(=O)c1ccccc1
5.94,COc1ccc(C(=O)C(CO)CN(C)C)cc1
5.09,Cc1ccc(C(=O)C(CO)CN(C)C)cc1
4.91,CN(C)CC(CO)C(=O)c1ccc([N+](=O)[O-])cc1
5.49,CN(C)CC(CO)C(=O)c1ccc(Cl)cc1
5.85,CN(C)CC(CO)C(=O)c1ccccc1
5.705,C=C(CN(C)C)C(=O)c1ccc(OC)cc1
4.94,C=C(CN(C)C)C(=O)c1ccc(C)cc1
5.1,C=C(CN(C)C)C(=O)c1ccc([N+](=O)[O-])cc1
4.985,C=C(CN(C)C)C(=O)c1ccc(Cl)cc1
4.72,c1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
4.185,O=c1n(-c2ccc(Cl)cc2)nc(-c2nc3ccccc3[nH]2)c2nc3ccccc3n12
4.955,COc1ccc(-n2nc(-c3nc4ccccc4[nH]3)c3nc4ccccc4n3c2=O)cc1
4.47,Cc1ccc(-n2nc(-c3nc4ccccc4[nH]3)c3nc4ccccc4n3c2=O)cc1
4.625,O=c1n(-c2ccccc2)nc(-c2nc3ccccc3[nH]2)c2nc3ccccc3n12
4.5,CCOC(=O)n1c(-c2nn(-c3ccc(Cl)cc3)c(=O)n3c2nc2ccccc23)nc2ccccc21
4.5,CCOC(=O)n1c(-c2nn(-c3ccc(OC)cc3)c(=O)n3c2nc2ccccc23)nc2ccccc21
4.56,CCOC(=O)n1c(-c2nn(-c3ccc(C)cc3)c(=O)n3c2nc2ccccc23)nc2ccccc21
4.485,CCOC(=O)n1c(-c2nn(-c3ccccc3)c(=O)n3c2nc2ccccc23)nc2ccccc21
4.23,O=[N+]([O-])c1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
4.37,Clc1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
4.49,COc1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
4.32,Cc1ccc(NN=C(c2nc3ccccc3[nH]2)c2nc3ccccc3[nH]2)cc1
4.44,O=c1c2ccccc2n(Cc2cccc(C(F)(F)F)c2)c2ccccc12
4.21,O=c1c2ccccc2n(Cc2cccc(F)c2)c2ccccc12
5.06,Cc1cccc(Cn2c3ccccc3c(=O)c3ccccc32)c1
4.41,CCCOc1cc(Cn2c3ccccc3c(=O)c3ccccc32)cc(OCCC)c1
5.17,CCOc1cc(Cn2c3ccccc3c(=O)c3ccccc32)cc(OCC)c1
5.82,COc1cc(Cn2c3ccccc3c(=O)c3ccccc32)cc(OC)c1OC
6.16,COc1cc(Cn2c3ccccc3c(=O)c3ccccc32)cc(OC)c1
4.28,O=c1c2ccccc2n(Cc2ccccc2)c2ccccc12
4.15,CC(C(=O)NCCCO)c1cccc(Oc2ccccc2)c1
4.4,COC(=O)C(C)NP(=O)(OCCCNC(=O)C(C)c1cccc(C(=O)c2ccccc2)c1)Oc1ccc(Cl)cc1
4.26,CC(C)Cc1ccc(C(C)C(=O)NCCCO)cc1
4.96,COC(=O)C(C)NP(=O)(OCCCNC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)Oc1ccc(Cl)cc1
4.42,COC(=O)C(C)NP(=O)(OCCCNC(=O)C(C)c1cccc(Oc2ccccc2)c1)Oc1ccc(Cl)cc1
4.15,CC(C(=O)NCCCO)c1cccc(C(=O)c2ccccc2)c1
4.66,COC(=O)C(C)NP(=O)(OCCCNC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl)Oc1ccc(Cl)cc1
4.11,COc1ccc2c(c1)c(CC(=O)NCCCO)c(C)n2C(=O)c1ccc(Cl)cc1
4.05,COC(=O)C(C)NP(=O)(OCCCNC(=O)C(C)c1ccc(CC(C)C)cc1)Oc1ccc(Cl)cc1
6.11,O=C(CBr)Nc1cccc(NC(=O)NCCCl)c1
4.64,CC(Br)C(=O)Nc1cccc(NC(=O)NCCCl)c1
7.0,O=C(CI)Nc1cccc(NC(=O)NCCCl)c1
5.72,O=C(CCCl)NC(=O)Nc1cccc(NC(=O)CBr)c1
5.69,CC(Br)C(=O)Nc1cccc(NC(=O)NC(=O)CCCl)c1
5.5,CC(=O)NC(=O)Nc1cccc(NC(=O)CBr)c1
4.98,CC(=O)NC(=O)Nc1cccc(NC(=O)C(C)Br)c1
6.07,O=CNC(=O)Nc1cccc(NC(=O)CBr)c1
4.99,CC(Br)C(=O)Nc1cccc(NC(=O)NC=O)c1
6.25,O=C(CBr)NC(=O)Nc1cccc(NC(=O)CBr)c1
5.87,CC(Br)C(=O)NC(=O)Nc1cccc(NC(=O)C(C)Br)c1
6.07,O=C(CBr)Nc1cccc(NC(=O)Nc2ccccc2)c1
6.0,COc1cc(NC(=O)Nc2cccc(NC(=O)CBr)c2)cc(OC)c1OC
5.4,COc1cc(NC(=O)Nc2cccc(NC(=O)C(C)Br)c2)cc(OC)c1OC
5.23,Cc1c(C(=O)C=Cc2ccccc2)[n+]([O-])c2ccccc2[n+]1[O-]
4.56,COc1ccc(C=CC(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])cc1
4.72,COc1ccc(C=CC(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])cc1OC
5.28,COc1cc(C=CC(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])cc(OC)c1OC
4.55,Cc1c(C(=O)C=Cc2ccc3c(c2)OCO3)[n+]([O-])c2ccccc2[n+]1[O-]
4.65,Cc1ccc(C=CC(=O)c2c(C)[n+]([O-])c3ccccc3[n+]2[O-])cc1
4.8,Cc1c(C(=O)C=Cc2ccc(Cl)cc2)[n+]([O-])c2ccccc2[n+]1[O-]
4.81,Cc1c(C(=O)C=Cc2ccc(Cl)c(Cl)c2)[n+]([O-])c2ccccc2[n+]1[O-]
4.94,Cc1c(C(=O)C=Cc2ccc(Br)cc2)[n+]([O-])c2ccccc2[n+]1[O-]
5.0,Cc1c(C(=O)C=Cc2ccc(F)cc2)[n+]([O-])c2ccccc2[n+]1[O-]
4.8,Cc1c(C(=O)C=Cc2cccc([N+](=O)[O-])c2)[n+]([O-])c2ccccc2[n+]1[O-]
4.06,CC(=O)c1c(C)[n+]([O-])c2ccccc2[n+]1[O-]
5.52,CC=C(C)C=CCC(C)CCC=C(C)C
5.22,C=C(C)C1CCC2(C(=O)OC(C)=O)CCC3(C)C(CCC4C5(C)CC(=O)OC(=O)C(C)(C)C5CCC43C)C12
5.16,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CC(=O)OC(=O)C(C)(C)C5CCC43C)C12
4.7,C=C(C)C1CCC2(CO)CCC3(C)C(CCC4C(C)(CCO)C(C(C)(C)CO)CCC43C)C12
4.02,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)C(O)OC(=O)C(C)(C)C5CCC43C)C12
5.3,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)C=C(OC)C(=O)C(C)(C)C5CCC43C)C12
4.04,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)C=C(OC(C)=O)C(=O)C(C)(C)C5CCC43C)C12
4.7,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)C=C(OC(C)=O)C(=O)C(C)(C)C5CCC43C)C12
4.64,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CC(=O)C(=O)C(C)(C)C5CCC43C)C12
5.4,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CC(=O)C(=O)C(C)(C)C5CCC43C)C12
4.735,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12
4.66,C=C(C)C1CCC2(C(=O)OC(C)=O)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12
4.8,C=C(C)C1CCC2(C(=O)OC)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC43C)C12
4.545,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12
6.24,CON1C(=O)C2NC(=O)C13Oc1cc(O)c(Cl)cc1C3SS2
5.38,CON1C(=O)C2NC(=O)C13Oc1cc(O)c(Cl)cc1C3SSSS2
6.82,CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3
5.0,COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O
4.22,CC1=CC2c3cc(O)ccc3OC(C)(C)C2CC1
4.52,CC(C)=CCCC1(C)C=Cc2cc(O)ccc2O1
6.32,COc1cc(C(=O)c2ccc(-c3ccccc3)s2)cc(OC)c1OC
5.72,COc1ccc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC
5.75,COc1ccccc1C=CC(=O)c1cc(OC)c(OC)c(OC)c1
5.66,COc1cccc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)c1
5.82,COc1ccc(C=CC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
5.75,COc1cc(C(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)s2)cc(OC)c1OC
6.27,COc1ccc(-c2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)s2)cc1OC
6.43,COc1ccccc1-c1ccc(C(=O)c2cc(OC)c(OC)c(OC)c2)s1
5.7,COc1cccc(-c2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)s2)c1
5.66,COc1ccc(-c2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)s2)cc1
5.92,COc1cc(C(=O)c2ccc(-c3ccccc3C)s2)cc(OC)c1OC
6.44,COc1cc(C(=O)c2ccc(-c3ccc(C)cc3)s2)cc(OC)c1OC
6.31,COc1cc(C(=O)c2ccc(-c3ccccc3Cl)s2)cc(OC)c1OC
5.64,COc1cc(C(=O)c2ccc(-c3ccc(Cl)cc3)s2)cc(OC)c1OC
6.32,COc1cc(C(=O)c2ccc(-c3ccccc3F)s2)cc(OC)c1OC
5.68,COc1cc(C(=O)c2ccc(-c3cccc(F)c3)s2)cc(OC)c1OC
6.25,COc1cc(C(=O)c2ccc(-c3ccc(F)cc3)s2)cc(OC)c1OC
5.89,COc1cc(C(=O)c2ccc(-c3ccsc3)s2)cc(OC)c1OC
6.37,COc1cc(C(=O)c2ccc(-c3cccs3)s2)cc(OC)c1OC
4.0,CCCCC#Cc1cn(CC=CCN2C(=O)c3ccccc3C2=O)c(=O)[nH]c1=O
4.64,CCCCCc1ccc(C#Cc2cn(CC=CCN3C(=O)c4ccccc4C3=O)c(=O)[nH]c2=O)cc1
4.51,CCCCc1ccc(C#Cc2cn(CC=CCN3C(=O)c4ccccc4C3=O)c(=O)[nH]c2=O)cc1
4.42,O=C1c2ccccc2C(=O)N1CC=CCn1cc(C#CCCc2ccccc2)c(=O)[nH]c1=O
4.55,CCCCCCC#Cc1cn(CC=CCN2C(=O)c3ccccc3C2=O)c(=O)[nH]c1=O
4.64,CCCCc1ccc(C#Cc2cn(CC=CCN3C(=O)c4ccccc4C3=O)c(=O)[nH]c2=O)cc1
4.1,O=C1c2ccccc2C(=O)N1CC=CCn1cc(C#Cc2ccc(Br)cc2)c(=O)[nH]c1=O
4.41,CCCCCCCCC#Cc1cn(CC=CCN2C(=O)c3ccccc3C2=O)c(=O)[nH]c1=O
5.40333333333,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1cc(CO)cc(Nc2c3ccccc3nc3ccccc23)c1
7.47333333333,Nc1ccc(N(CCCl)CCCl)cc1
6.49,O=C(Nc1ccc(N(CCCl)CCCl)cc1)Nc1c2ccccc2nc2ccccc12
7.42666666667,COc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2ccccc2nc2c(C)cccc12
7.28333333333,COc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2ccccc2nc2ccccc12
7.14,COc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3c(C(=O)NCCN(C)C)cccc23)c1
7.39666666667,COc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3c(C)cccc23)c1
7.33,COc1cc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc(Nc2c3ccccc3nc3ccccc23)c1
7.86333333333,COc1ccc(Nc2c3ccccc3nc3c(C)cccc23)cc1NC(=O)Nc1ccc(N(CCCl)CCCl)cc1
7.61333333333,COc1ccc(Nc2c3ccccc3nc3ccccc23)cc1NC(=O)Nc1ccc(N(CCCl)CCCl)cc1
7.06666666667,Cc1ccc(NC(=O)Nc2ccc(N(CCCl)CCCl)cc2)cc1Nc1c2cccc(C)c2nc2c(C(=O)NCCN(C)C)cccc12
